,Reviewer1,Text,ID,src,Fabio,Mika,Disagreement
731,1,"@hubt thanks, let me give a try!",732,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1695,1,about 10 min stuck in this position without any bug report or debug log,1696,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
291,1,"error: unable to recognize cron-job.yaml: no matches for batch/, Kind=CronJob",292,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
184,1,fixed it,185,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
726,0,"nsServiceManagerImpl::GetService(const nsID&,const",727,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
763,1,"Yes  I saw that and tried it, using the shift key did not work. I even tried it again it still did not work. I even tried uninstalling the Firefox and reinstalling it. (In reply to comment #3)",764,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1211,0,>   Attachments: SolrNGramFilters.patch,1212,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
533,1,your ip is the svc ip,534,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
835,0,> > A [junit] Running org.apache.solr.handler.component.StatsComponentTest,836,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
715,0,> - > > > > </contrib-settings>,716,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1898,0,Name: svn:eol-style,1899,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1168,1,Andre,1169,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
657,0,:),658,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1255,1,in the events should be more details IMHO,1256,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
722,0,> INFO: [xluo] /select/rows=10&start=0&hl.fl=bookCount&indent=on&q=bookCount:5&hl=true&version=2.2 0 0,723,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
732,1,of argument let's assume all clients are perfect) what happens when a,733,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
481,0,> : +,482,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1087,0,ZIPLOCK,1088,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
898,1,basically 192.168.81.11 works fine,899,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
428,1,"services on alert rather than kubernetes itself can you share which option you are using for monitoring with service , not pod. @foxie",429,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1448,1,"Majority of the bug is fixed in this patch. Rather than a hard-coded ""Firefox"", the name of whatever browser is being used (could still be ""Firefox"", could be ""Nightly"", could be whatever else the name is) is displayed where necessary to the user in the GCLI commands - with one exception: introTextOpening in gcli.properties still uses the hard-coded ""Firefox"" since the only other file that references it is gcli.jsm, which is auto-generated and not to be modified. Info on this would be appreciated.",1449,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1992,1,@dadler uploaded a file: image.png and commented: Has anyone run into the issue while trying to build while detached?,1993,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
4,0,val = null;,5,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1436,0,kubectl create configmap example-redis-config --from-file=$PWD,1437,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1429,1,*** Bug 128102 has been marked as a duplicate of this bug. ***,1430,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1222,1,"is it possible to have deployments that are waiting on PVCs to not startup until the Volume is ready? some sort of readiness check for a volume. Its not a big issue, but just causes a lot of noise when spinning up pods with PVCs",1223,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
887,0,[ https://issues.apache.org/jira/browse/SOLR-236?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12791952#action_12791952 ],888,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
337,1,> If this is a feature and not a bug please change the issue type,338,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1515,1,> The Jetty that is bundled for the example application is version 6.1.,1516,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
519,1,3. Switch to the tab containing the Javascripted page and notice the added delay,520,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1910,1,"Hey Kami, would you mind trying to reproduce this with your add-ons disabled, to see if you can still reproduce it?",1911,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
713,1,"3) Type to ""にほんご"".",714,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
847,0,> Key: SOLR-1288,848,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
336,1,why not use NS_ERROR_UNKNOWN_PROTOCOL?,337,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1386,0,[ https://issues.apache.org/jira/browse/SOLR-447?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ],1387,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1721,1,what is the issue? did you create an issue on github or forum post where you describe it in detail?,1722,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
404,1,Remove support for (broken) abortOnConfigurationError,405,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1818,1,"Hey all! Has anyone successfully disabled the default Android permission asks (there are 4 of them). My app doesn't use any of them, and asking would deter usage. I've tried: android: { permissions: [], }, - but that gives me an Unfortunately, [appname] has stopped after loading my standalone app.",1819,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1418,0,https://tbpl.mozilla.org/php/getParsedLog.php?id=29762752&tree=Mozilla-Central,1419,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
676,1,: be somewhere in Solr that knows about the IndexReader /,677,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
955,1,Reproducible: Always,956,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1612,1,What I'd like to do is get Apache moved towards being Ruby savvy.,1613,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1728,0,> URL: https://issues.apache.org/jira/browse/SOLR-1597,1729,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
905,1,+ JETTY-299 handle win32 paths for object naming,906,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
1410,1,"Hi, reading https://github.com/kubernetes/kubernetes-anywhere/blob/master/phase1/vsphere/README.md, I see that DHCP is a prerequisite... is that basically true of running k8s in general? Or just of installing it via these scripts?",1411,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
342,1,"So that final guard, even though it's dead, is serving a purpose... it's",343,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
2,1,"attribute minimization. XML dictates selected=""selected"".",3,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1713,1,Steps to Reproduce:,1714,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
164,0,Attachment: SOLR-604.patch,165,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
1831,1,"Hi group , i come with another RN Expo question, i have a detached expo app, currently working on Android side, my question is: is there anyway to generate an APK that can work offline, like standalone app, i want to generate a potable APK, but it seems it depends on Expo.",1832,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1126,0,ingress.kubernetes.io/session-cookie-name: blah,1127,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
371,0,04:50:50 WARNING - PROCESS-CRASH | dom/indexedDB/test/browser_perwindow_privateBrowsing.js | application crashed [@ mozilla::`anonymous namespace'::RunWatchdog(void *)],372,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1637,1,"So I just tried that, and Safari treats that the same as if the expando were not set on the proto chain.",1638,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1922,0,Firefox/1.4 ID:2005092603,1923,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1780,1,go to upgrade because they are going to have to do it again (that's,1781,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
304,1,the later,305,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1897,1,(like I did on that example),1898,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1292,1,@mdornfe1 you can see an example here,1293,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
70,0,nginx,71,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
144,1,1) Start apprunner.exe,145,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1305,1,"Notice that the main difference is that, for some reason, with v1.8 it fails to contact the ec2 api. I'm puzzled. These are the flags i'm using to run kubelet",1306,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
780,1,better idea.,781,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1251,1,This means that GetPrefSize either 1) it isn't called during the first reflow or,1252,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
224,0,xpos -= (screenViewLocX + mRect.width) - screenRightTwips;,225,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1665,1,"seems like this is part of the required permissions but i'm not sure why, cc @satya164",1666,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1340,1,"Morning all, can anyone chime in with options for deploying k8s on bare metal/vms? I've a cluster of a few nodes which I've been playing around with which I deployed with Kubespray, but I'm wondering what people's thoughts are regarding using Kubespray for a production cluster",1341,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
831,1,Could someone explain why this command is failing?,832,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
571,0,>   <field name=\${ctlField}\   type=\text-${l10n}\   indexed=\true\  stored=\true\  multiValued=\true\ />,572,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1456,1,that's why you have services on alert rather than kubernetes itself,1457,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1207,1,>   Reporter: Jay,1208,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1246,1,Ryan McKinley reassigned SOLR-813:,1247,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
238,1,"Absolutely, that's entirely what we will be using Roles and RoleBindings for, however, we still need some sort of cluster-admin type role that's limited to create/update/delete at the namespace level and setup those per-namespace Bindings. That's what I'm mainly interested in limiting, everything else makes sense.",239,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
92,0,Oct 26 16:42:20 wnoc-kube-1.novalocal kube-apiserver[29523]: I1026 16:42:19.999680 29523 logs.go:41] http: TLS handshake error from 127.0.0.1:54068: remote error: tls: bad certificate,93,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1709,1,This bug report should be retitled:,1710,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
944,0,> > A [mkdir] Created dir: /tmp/apache-solr-nightly/build/test-results,945,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
519,0,[ https://issues.apache.org/jira/browse/SOLR-725?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12625809#action_12625809 ],520,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
771,0,Attachment: SOLR-896.patch,772,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
603,1,existing users; 2) people are probably going to use one URL structure or,604,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1306,1,Bugzilla is not intended for encouraging people to implement it. Please don't,1307,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1439,0,> URL: https://issues.apache.org/jira/browse/SOLR-1525,1440,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1001,1,@smerrill that was my understanding,1002,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
42,0,> Upgrade bundled Jetty with latest from vendor,43,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1178,1,where DOM semantics are de rigeur reveals these differences and,1179,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1428,1,> allows for elements to be anotate with a nam,1429,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
615,1,>>> score?  Can/should the current framework do that?,616,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1504,1,Yea so I set it up to automatically inject sidecars and something with my containers init container was mis configured,1505,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
957,1,You should use the external IP,958,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1801,0,INFO: ### *** SHARDS len 2,1802,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
1312,1,Third commit (which hasn't hit m-c): https://hg.mozilla.org/integration/fx-team/rev/dc44b9a3b542.,1313,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
761,1,Mass update: Resolve wontfix all issues with legacy homescreens.,762,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1532,1,just get rid of,1533,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
302,0,import org.apache.solr.schema.FieldType;,303,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
411,1,but will deployment start new images despite the other ones being the stopped state?,412,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1405,1,You have to write your reaper.,1406,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1347,1,> >> ...Solr 1.1 is now available for download!...,1348,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1758,0,1   libnspr4.dylib           	0x00fda4a0 PR_Lock + 246,1759,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1788,1,"I am yes, so a little bit more info, this is a basic version of my component;",1789,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
881,0,[ https://issues.apache.org/jira/browse/SOLR-1424?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12754287#action_12754287 ],882,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1050,1,> have them. It would crash relentlessly if I didn't force all calls,1051,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
87,1,> Whenever possible,88,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1034,1,@U7JTRT5QS check your kubeconfig file,1035,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1263,0,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2a1pre) Gecko/20090312 Minefield/3.2a1pre,1264,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1885,1,"In this test we are supposed to install 'Privileged App Test' app: https://github.com/mozilla-b2g/gaia/blob/master/tests/python/gaia-ui-tests/gaiatest/tests/functional/marketplace/test_marketplace_packaged_app.py#L18, which is a test packaged app that should be the first search result returned when searching for 'test-webapi-permissions :packaged'.",1886,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1220,1,"This is still quite ugly -- the output doesn't have lines/functions outside libxul, and many of the stacks look more than a bit fishy.  But many of the stacks also look quite interesting, so maybe we can divine something interesting from this profile.",1221,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
931,1,- path: /,932,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1471,1,We don't really have any way to fix this. You're better off using the browser or global message manager.,1472,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1328,0,> Key: SOLR-1437,1329,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
633,1,How to satisfy Ingress Certificate and Key requirements? Do I need to chain? I am getting error: failed to load key pair tls: private key does not match public key when doing: kubectl create secret tls savvisave-com-tls-secret --key domain.com.key --cert digicert-sha2.pem,634,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1741,1,"Hey guys, does any of you have been experience that the expo google sign in works well in the simulator but crashed after I deploy it to the app store",1742,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
498,1,"That should run as service not pod, right?",499,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
937,1,ya. i am also hitting some worst case scenario,938,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
415,1,"Yeah, you're doing things the hard way. That can be fun, but it's unnecessary with things like kubeadm that have matured quite a bit.",416,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
328,0,[ https://issues.apache.org/jira/browse/SOLR-1044?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12678121#action_12678121 ],329,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1279,1,: Are there going to be any obvious problems with this? The only one I can,1280,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1586,1,>> I don't think solrjs should hold up the 1.4 release.,1587,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
367,1,Agree with jdm.,368,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
912,1,Why is the mLastNotification-vs-LAST_NOTIFICATION_END comparison here changing from == to !=  ?,913,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
757,1,"I have an intermediary container that receives uploads and then uploads to S3 (We are working on uploading to s3 directly, but the legacy is this way now). Sometimes there is an issue with the upload and the file gets stuck on the container. Is there an easy way to clean out these files every 90 minutes?",758,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1616,0,http://slack.k8s.io/,1617,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1041,1,"kdockery, let me see",1042,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1631,1,process leads you to creating these pages.,1632,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
653,0,value = String(value);,654,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
464,1,"Looks good, thanks!",465,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
462,0,Dec 1,463,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
596,1,namespace?,597,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
43,1,"Now, high resolution scrolling was disabled by bug 657865 due to many regressions. This bug tracks the regressions which must be fixed before re-enabling it.",44,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
763,0,[i++],764,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1068,1,do you really have nodes with 120m of memory?,1069,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
195,0,>   Attachments: rss2.patch,160,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
1039,1,I made one small changed as follows. I have uploaded the changes.,1040,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1604,0,-----------------------------------------------------------------,1605,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1227,1,: (returns the closest doc ids to the string,1228,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
652,1,"hmm, works better now :/",653,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
624,1,"To buster, not kipp...",625,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1331,0,"-DMOZ_DLL_SUFFIX=\"".so\"" -DXP_UNIX=1 -DUNIX_ASYNC_DNS=1 -DJS_THREADSAFE=1",1332,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1167,1,Total Blocks    Total of Block Sizes,1168,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,0.0,True
716,0,> 1.1.0-incubating\\example\\ext\\jasper-compiler.jar;C:\\Inetpub\\ftproot\\apache-s,717,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
853,0,"RCS file: /m/pub/mozilla/intl/unicharutil/src/nsCaseConversionImp2.cpp,v",854,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1901,1,"Yes, you've mentioned. Is there a bug on supporting this in our toolkit? By all means, let's do that as well.",1902,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
699,1,Mark Miller resolved SOLR-1436.,700,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
545,1,"2.Click on the ""Global"" link underneath the title ""Global""",546,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
75,0,docker inspect,76,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1666,1,This piece of code in SimpleFacets:,1667,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1924,1,"Then 'background-attachment: fixed;', this bug is reproduced too.",1925,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
929,0,Attachment: SOLR-1120.patch,930,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
1528,1,(1) Install the test extension.,1529,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1955,1,"depressed. however, all events for the button seem to fire.",1956,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1803,0,at java.io.BufferedInputStream.fill(BufferedInputStream.java:218),1804,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1025,1,Firefox should have started normally.,1026,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1282,0,Gecko-Rev       https://hg.mozilla.org/releases/mozilla-b2g34_v2_1/rev/3572aa3e6766,1283,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
484,1,>   Reporter: Walter Underwood,478,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
791,1,more risky than XSS.,792,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1010,1,kubectl has context cluster and namespace can someone explain to me context?,1011,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1029,1,our own VMs,1030,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
842,0,> > On 6/6/11,843,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
828,1,and sh is not in the container..,829,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
706,0,> Jetty__8983__solr/webapp/WEB-INF/lib/apache-solr-1.1.0-incubating.jar;/C:/Do,707,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1876,1,@turbozv when did you build it?,1877,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
96,0,"/usr/sbin/nginx,-s,quit",97,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1378,0,>   </core>,1379,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
597,1,Ctrl-Shift-G just makes sense (and is used thusly in other programs).  It,598,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
595,1,"maybe, heapapi.h is conflict.  We should use js/HeapAPI.h and remove",596,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
841,1,"to the relevant Makefile.in files, and remove the AC_DEFINE here and above.",842,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1200,0,"Body: [{Kind:gke,Price:2.35},{Kind:on-prem,Price:1.25}]",1201,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
621,1,"Are you terminating SSL at your ELB in HTTP mode or at your nginx Ingress controller with your ELB in TCP mode? It must be the latter, because ELBs don't supporting proxying WebSocket connections.",622,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1453,1,Expected Results:,1454,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1412,1,@boblafleur pod anti-affinity,1413,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
566,0,from the node,567,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
543,1,@mdavidsen default busybox 0/1 Error 0 42m,544,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
1334,1,@pep isn't it the namespace? like kubectl get svc --all-namespaces,1335,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
